a4990,1,1,4757
a5042,2,2,4758
a5043,1,1,4760
a5063,1,1,4761
a5071,1,1,4762
a5105,1,1,4763
a5155,1,1,4764
a5203,1,1,4765
a5300,1,1,4766
a5304,1,1,4767
a5445,1,1,4768
a5471,1,1,4769
a5532,1,1,4770
a5540,1,1,4771
a5563,1,1,4772
a6016,1,1,4773
a6136,1,1,4774
a6141,1,1,4775
a6153,1,1,4776
a6157,1,1,4777
a6253,1,1,4778
a6256,1,1,4779
a6400,1,1,4780
a6516,1,1,4781
a7022,1,1,4782
a7031,1,1,4783
a7162,1,1,4784
a7172,1,1,4785
a7257,1,1,4786
a7347,1,1,4787
a7455,1,1,4788
a7493,1,1,4789
a7526,1,1,4790
a7634,1,1,4791
a7725,1,1,4792
a7778,1,1,4793
a7788,1,1,4794
a7808,1,1,4795
a7824,1,1,4796
a7831,1,1,4797
a7852,1,1,4798
a7876,1,1,4799
a7925,1,1,4800
a8015,1,1,4801
a8038,1,1,4802
a8236,1,1,4803
a8441,1,1,4804
a8486,1,1,4805
a8651,1,1,4806
a8670,1,1,4807
a8693,1,1,4808
